"","D-12_1","D-12_2","D-12_3","D-24_1","D-24_2","D-24_3","D-36_1","D-36_2","D-36_3","D-48_1","D-48_2","D-48_3","D-60_1","D-60_2","D-60_3"
"LOC108004372",5.481,3.29,6.197,0.793,0.683,0.532,0.429,0.15,0.92,0,0.146,0,0.274,0.649,0.387
"LOC107993017",7.526,5.165,5.783,54.78,55.212,52.023,55.005,79.152,63.96,88.41,82.714,78.498,74.717,76.141,70.223
"LOC108003336",301.176,293.904,316.983,3.044,4.838,3.406,47.578,49.567,52.395,1.115,2.809,0.992,2.879,4.743,5.075
"LOC114577015",0,0,0,0.24,0.065,0.134,0,0,0,0.103,0,0.091,0.208,0.184,0.391
"LOC107994220",0.873,0.665,0.31,1.529,0.599,1.244,3.134,2.232,1.746,4.157,2.694,2.114,5.282,3.838,3.282
"LOC107998206",101.043,109.443,102.823,61.202,70.108,62.249,96.093,114.972,104,132.479,115.387,120.967,96.546,106.11,104.621
"LOC107997578",117.452,121.537,116.474,122.522,128.582,120.598,307.338,289.245,297.963,277.254,278.41,284.157,266.316,264.33,271.789
"LOC107994425",121.124,123.642,125.314,73.979,71.241,73.619,56.238,54.505,57.515,44.093,46.751,41.057,34.703,27.941,27.83
"LOC108003646",29.166,32.27,32.733,31.234,32.712,31.241,21.307,26.896,19.92,22.984,19.65,16.16,19.783,18.771,18.476
"LOC114577271",0,0,0,0.471,0.507,1.581,0.849,0,0,0.805,4.346,2.149,9.76,6.74,9.201
"LOC108003913",236.794,219.45,249.826,143.955,157.079,146.919,117.148,156.618,126.901,136.666,102.828,86,74.36,74.665,74.4
"LOC107995763",0,0.141,0.099,10.53,7.955,10.545,13.446,13.082,14.197,44.154,45.9,46.503,26.214,26.013,24.207
"LOC108002345",0,0,0,0.192,0,0,0.087,0.273,0.093,0.493,0.888,0.658,0.415,0.492,0.235
"LOC107999112",85.298,79.257,91.241,88.321,87.994,84.284,69.691,73.005,78.135,78.355,83.984,79.631,71.207,76.654,66.836
"LOC107993359",97.572,91.892,79.371,40.727,38.644,43.684,36.658,35.575,33.581,29.49,28.6,29.574,46.702,46.349,44.462
"LOC107998428",0,0,0,0.295,0.317,0.659,1.196,1.113,0,0.881,0.68,0.896,2.672,3.164,2.159
"LOC107997533",0.108,0.11,0.077,0.55,0.222,0.308,0.93,0.974,0.731,0.646,0.381,0.418,1.959,1.827,1.791
"LOC114577674",32.576,25.897,23.155,32.466,22.331,27.246,21.144,40.892,18.304,53.167,35.792,38.409,14.02,32.275,25.699
"Trnaa-cgc_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107995381",0.172,0.174,0.854,6564.344,6843.953,7047.656,1398.005,1131.726,1265.718,1197.446,1270.325,1462.636,394.166,398.054,396.658
"LOC108002635",95.721,90.835,91.911,71.105,68.398,73.982,74.166,56.986,66.141,58.242,59.954,68.174,100.585,86.282,100.406
"LOC107997259",94.276,102.049,90.166,46.584,46.909,44.995,47.13,48.167,53.873,42.774,45.457,47.327,55.448,54.269,55.477
"LOC107994022",42.212,27.806,32.186,1.792,2.28,1.094,23.209,26.467,26.135,43.007,41.796,36.67,25.606,27.649,28.117
"LOC108001068",12.434,10.42,14.362,33.251,35.585,40.529,34.626,36.459,40.363,42.785,37.997,41.696,39.488,39.059,36.258
"LOC108000760",34.144,26.446,31.55,17.8,14.775,14.444,17.399,15.403,16.284,16.602,19.69,18.188,17.134,20.701,15.93
"LOC107999273",0,0,0,1.275,0.98,0.611,0,0.172,0.704,0,0.336,0.277,0,0.186,0.445
"LOC107997393",0,0.358,0,2.468,1.691,1.004,2.023,2.543,0.434,0.958,1.242,1.535,0.775,0,0.183
"LOC108001001",1152.842,1168.833,1186.199,327.862,322.776,328.546,188.959,174.614,178.735,74.262,80.458,81.088,85.398,84.295,85.337
"LOC108001491",5.597,5.433,3.448,0.317,0.085,0.354,1.571,0.823,1.301,0.474,0.365,0.301,0.205,0.324,0.258
"LOC107993293",0,0,0,3.661,4.193,6.102,0.702,0.515,0.376,3.128,4.674,3.259,16.619,18.082,17.569
"LOC108004094",0,0,0,0.345,0,0.386,0,0.326,0,0.883,0,0,0,0,0
"LOC108004404",37.037,43.083,41.47,32.077,32.896,35.61,29.727,16.888,23.16,19.174,18.606,25.456,36.246,36.429,33.136
"LOC114577412",0,0,0.3,1.615,1.159,1.506,0.485,1.271,0.78,0.23,0.497,0,0.465,0,0
"LOC108000851",133.029,132.377,137.69,71.678,75.261,78.598,62.479,69.702,59.559,62.635,57.451,50.544,48.385,48.421,49.393
"LOC107995755",803.228,768.849,813.861,426.301,419.028,431.019,467.04,464.976,492.79,494.823,474.513,492.613,340.985,320.986,346.907
"LOC107994087",11.781,11.967,10.026,20.431,20.402,20.874,14.686,13.706,15.74,18.637,19.13,16.814,21.738,19.68,20.733
"LOC108002627",0.753,0.765,0.892,14.617,15.565,14.748,18.152,15.846,16.907,6.688,9.437,9.112,17.316,14.13,18.86
"LOC108000608",279.98,304.952,274.144,121.537,137.266,122.656,104.051,94.284,105.015,78.87,89.635,98.284,104.971,108.543,115.394
"LOC108000976",6.892,9.101,4.735,23.404,25.197,19.477,16.225,14.232,16.965,14.373,12.421,14.128,13.265,14.508,12.267
"LOC108002878",0,0,0,4.462,3.903,6.865,7.041,11.064,9.164,21.921,21.363,23.33,20.714,20.531,21.343
"LOC108003254",17.175,19.358,19.9,0.899,1.451,0.335,6.079,3.396,4.633,5.376,6.36,5.013,4.011,4.289,2.683
"LOC108000661",55.711,51.497,51.379,77.595,79.052,78.492,87.088,82.852,79.968,88.955,87.252,87.88,82.49,89.68,86.21
"LOC107996205",0,0,0,0.187,0.503,0.314,0.168,0.177,0.181,0.878,0.431,0.924,5.164,5.54,4.412
"LOC107994053",0,0,0.155,15.866,9.889,10.59,6.777,9.86,8.743,4.4,4.753,6.457,3.005,2.562,3.626
"LOC107996090",0.491,0.299,0.209,9.433,9.82,9.297,26.788,23.783,26.205,10.169,9.745,11.831,8.66,9.071,7.808
"LOC107996400",0,0,0,0.733,2.368,1.641,0.661,0.693,1.417,1.253,1.354,0.558,0,0.75,0
"LOC107997738",4.679,10.457,7.539,78.854,77.624,74.901,48.541,71.301,53.753,81.631,65.448,58.159,60.729,61.336,70.994
"LOC107993106",48.421,40.068,46.136,17.94,17.311,15.911,25.046,27.618,24.789,30.089,27.965,26.884,19.053,22.964,25.967
"LOC108002682",0,0.58,0.812,1.818,1.175,2.849,0,1.374,0,0,0,0.277,1.57,1.859,0
"LOC108001428",0.398,0,0.071,43.704,49.848,47.841,13.708,11.668,13.407,0.216,0.643,0.53,1.149,1.036,1.65
"LOC107994462",749.721,727.423,723.998,305.93,300.354,310.503,351.643,334.102,349.452,306.323,305.862,327.194,280.022,278.666,273.75
"LOC107998491",6.484,9.983,7.561,45.414,47.435,47.353,27.748,33.151,28.618,45.032,40.011,34.49,26.186,24.736,26.996
"LOC107998001",0,0,0,0,0.251,0.522,0.632,0.441,0.903,0.199,0.215,0,0.202,0,0
"LOC108002948",42.919,42.219,37.089,6.328,8.052,5.633,27.626,34.239,26.829,22.612,21.904,17.939,18.261,13.53,16.511
"LOC108000846",0.752,0.306,0.535,44.788,43.732,44.649,26.004,26.743,21.575,32.579,30.197,29.035,30.284,27.086,28.198
"LOC107998068",10.844,10.919,10.804,18.361,19.995,19.601,6.09,5.44,6.207,22.206,23.181,24.581,18.437,19.484,18.705
"LOC107994724",35.038,34.57,34.545,61.57,56.387,57.89,42.904,38.75,39.106,42.769,43.027,50.597,35.015,34.912,37.434
"LOC108002786",48.549,51.934,52.364,34.242,37.825,34.852,29.948,38.418,32.325,30.941,28.704,28.218,29.372,37.987,31.966
"LOC114577076",0.633,0,0,0,0.289,0.15,0.363,0.254,0.13,0.803,0.372,0.204,0.116,0.275,0.328
"Trnae-cuc_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC114576981",0,0,0,0,1.003,0,0,0,0,0,0,0,0,0,0
"LOC107998193",2.469,3.941,2.757,7.41,5.319,5.528,5.265,5.939,8.898,13.43,13.264,8.197,12.024,15.613,13.895
"LOC107994065",86.919,91.267,90.358,70.163,75.984,66.102,62.711,57.567,59.9,56.585,60.072,60.613,74.474,68.14,63.623
"LOC107999759",50.993,49.834,44.791,1.367,1.288,0.765,11.342,10.751,10.405,26.544,26.939,29.32,96.259,95.858,96.418
"LOC107994243",2.828,2.298,2.814,0.36,1.163,0,4.547,3.742,5.221,2.154,0.332,1.37,2.488,1.105,0.88
"LOC108003044",11.796,13.313,11.412,23.262,20.664,23.345,23.517,23.946,21.475,35.652,37.453,35.304,28.471,34.346,31.765
"LOC107996292",8.14,1.908,7.121,0,0.429,0.446,1.079,1.506,1.156,1.703,1.472,0.303,1.722,2.446,1.623
"LOC107995454",0.98,0,0,0,0,0.698,0,0,0,0,0,0.712,0,0,0
"LOC108001206",31.808,31.298,29.92,170.38,170.076,171.805,61.104,56.854,58.723,53.95,51.871,56.216,82.611,81.291,82.79
"LOC108003651",6.177,8.14,7.832,134.893,134.469,150.704,128.162,112.266,124.417,97.636,106.353,118.517,97.502,100.866,104.462
"LOC108000264",146.703,152.628,145.957,47.27,50.891,39.389,50.903,54.868,51.884,51.023,45.95,57.559,67.755,52.191,59.163
"Trnai-aau_3",0,0,0,0,0,0,0,0,2.921,0,0,0,0,0,0
"LOC107994437",0.586,0.298,1.979,3.452,2.913,2.61,1.094,0.441,1.353,2.073,2.067,3.406,3.465,3.435,3.267
"LOC108002833",15.613,16.022,17.984,22.584,21.625,23.817,27.193,23.911,23.528,24.981,24.962,25.629,31.417,27.472,27.125
"LOC107997773",1.217,1.686,2.202,2.184,2.73,1.419,1.715,0.799,1.566,1.384,1.235,2.143,2.008,2.233,2.237
"LOC108000318",0,0,0.187,0,0,0,0.302,0.632,0.323,1.429,1.853,1.399,0.867,3.079,1.09
"LOC107995501",134.006,145.745,164.523,576.582,630.958,607.57,1038.35,1139.426,1171.193,1611.603,1675.277,1451.873,1303.412,1308.68,1264.486
"LOC107995568",66.284,64.567,71.193,94.093,93.09,91.989,73.037,100.732,81.898,91.03,80.411,69.782,79.651,75.687,78.095
"LOC107997812",48.974,42.527,47.598,13.081,12.028,13.609,45.783,46.423,46.814,67.907,59.716,74.212,57.162,59.576,59.125
"LOC107992448",103.671,101.382,97.488,96.759,97.77,88.543,77.642,78.72,71.922,91.344,87.604,85.749,87.731,91.916,83.954
"LOC107995575",6.261,12.72,8.011,29.103,30.044,28.104,38.108,35.401,33.137,5.109,7.359,3.942,5.509,6.93,7.141
"LOC107998472",83.316,82.627,86.114,47.163,51.874,44.432,36.374,36.621,31.931,30.24,36.215,33.363,28.467,25.597,26.004
"LOC107992789",7.932,8.418,8.583,46.434,46.42,44.536,32.833,31.261,31.546,48.112,44.806,46.15,42.318,40.697,42.225
"LOC108001016",3.377,4.86,2.801,47.669,47.269,49.731,32.483,41.476,37.759,55.736,50.118,42.251,36.528,34.267,32.1
"LOC107996674",28.939,29.395,27.662,0.318,1.026,1.066,2.578,3.151,3.378,0.407,0.586,0.242,0.549,0.325,0.905
"LOC107999739",0,0,0.315,0.565,1.52,0.316,0.509,0.534,0,0.483,0.261,0.43,1.951,1.732,2.989
"LOC108003341",82.584,87.373,96.784,31.296,33.845,26.264,30.828,33.426,38.695,34.208,36.432,31.521,30.865,31.136,31.564
"LOC107994699",73.134,62.136,74.785,118.577,112.751,117.77,99.594,114.796,116.112,125.129,125.422,123.359,156.088,158.772,144.604
"LOC107994078",45.112,40.65,36.332,252.839,258.616,263.999,32.378,31.401,32.911,9.006,8.98,9.161,83.829,82.783,82.513
"LOC108002853",970.611,987.33,960.111,21.925,21.181,21.248,100.534,103.28,103.966,23.416,25.566,26.649,14.625,14.512,16.655
"LOC108001584",0.682,2.309,0.808,0.869,0.312,0.324,3.525,3.419,4.057,25.727,26.722,30.386,5.626,6.365,4.361
"LOC107994457",4.679,4.929,4.311,11.365,13.661,13.828,7.363,9.172,8.318,9.05,7.129,8.559,8.767,9.251,8.175
"LOC107996412",1.548,1.159,0.985,0.467,0.335,0.348,5.801,7.204,6.017,7.58,5.794,8.207,13.084,11.617,12.714
"LOC107995434",1042.259,1063.252,1103.734,673.399,689.021,705.198,998.509,817.396,986.71,710.079,810.666,913.061,706.52,683.15,685.258
"LOC108003631",358.916,356.635,361.652,117.427,113.021,119.327,212.911,199.125,196.411,175.672,174.735,187.452,142.725,138.422,142.061
"LOC107998211",144.544,151.561,168.141,208.412,222.246,224.349,179.375,171.825,178.478,176.382,179.756,174.611,146.841,166.558,153.733
"LOC107997758",34.469,34.902,35.701,0.488,0.975,1.325,13.509,13.888,13.266,6.906,8.553,9.591,9.207,7.48,9.53
"LOC114577329",0.5,3.558,3.201,2.867,2.401,1.426,1.437,0,1.232,1.906,2.058,1.938,1.376,2.28,2.853
"LOC108002380",22.157,21.183,19.223,33.61,28.367,30.876,31.432,51.545,36.294,60.271,52.468,45.758,39.601,45.398,51.52
"LOC107999804",43.387,40.449,39.922,4.226,4.074,5.152,8.418,7.746,9.205,5.658,4.075,5.372,28.98,25.41,28.449
"LOC107998075",93.958,77.233,78.292,202.483,202.933,197.325,88.144,111.985,100.698,128.026,116.55,97.437,69.953,83.194,81.231
"LOC108003234",0.961,1.464,0.342,0.204,0.549,0.228,2.299,1.83,1.873,0.871,0.941,1.241,0.705,0.313,0.83
"LOC107998304",0,0,0,0,0.523,0,1.532,0.841,1.564,10.371,10.456,10.277,45.287,44.265,41.505
"LOC107994033",10.13,16.686,12.26,109.472,115.231,103.577,96.205,79.043,99.068,81.323,87.204,84.318,118.941,117.998,123.336
"LOC107997800",0,0,0,0.984,0.471,0.857,0.099,0.103,0,0.28,0,0,0,0,0
"LOC107997522",52.968,50.735,56.308,27.365,22.454,28.8,21.743,18.165,17.156,13.523,14.335,15.75,35.005,32.519,35.287
"LOC107995782",0,0,0,2.03,3.933,0,3.294,4.985,3.923,0.694,0,0.617,0,0.83,0.661
"LOC107996015",26.638,27.626,29.122,29.648,31.488,29.539,19.269,23.508,22.46,21.795,18.654,18.824,27.529,28.814,29.648
"LOC108004328",33.959,30.848,33.601,52.484,51.377,50.841,40.887,44.811,44.282,53.878,50.552,52.304,44.59,46.458,48.858
"LOC107998107",67.301,78.598,72.138,111.826,109.291,98.976,86.171,92,81.947,85.758,82.909,71.28,55.417,49.206,55.972
"LOC108002865",195.427,201.895,191.851,19.47,19.214,18.155,80.584,59.657,69.601,19.515,19.928,27.432,78.905,84.099,78.853
"LOC107996271",0,0,1.013,5.444,6.838,4.569,13.5,7.714,8.769,7.752,7.956,8.971,5.877,10.205,5.171
"LOC107995727",0,0.509,0.119,30.068,36.375,32.338,37.463,35.43,37.071,49.204,47.267,54.705,51.848,50.518,49.568
"LOC107997587",0,0.261,1.095,2.616,3.52,2.927,3.096,1.699,3.476,3.073,3.772,4.974,4.095,4.514,3.461
"LOC108003016",3.444,3.109,3.264,0,0,0,0.879,0,0.471,0,0,0.185,0.631,0,0.397
"LOC108002495",4.605,4.009,4.208,13.486,17.044,14.716,3.852,4.431,3.724,3.65,3.556,5.734,14.904,15.76,15.55
"LOC108002005",108.511,104.329,105.588,152.221,148.369,143.735,64.637,77.018,68.206,61.138,57.745,62.474,31.592,36.142,35.496
"LOC114577335",9.965,0,0,0,5.123,3.55,1.43,10.489,12.265,0,0,0,0,0,0
"LOC108002374",0.335,0.511,0.834,0,0,0,0.289,0.101,0.103,0,0,0,0.092,0,0
"LOC107993337",1426.905,1377.653,1435.275,114.695,101.584,107.754,359.99,336.687,348.96,152.804,157.352,157.707,204.976,198.83,207.519
"LOC107993647",172.551,164.963,158.365,97.682,90.793,105.155,72.897,80.767,74.239,55.038,44.395,49.796,43.007,45.716,41.663
"LOC107998730",35.854,38.61,36.023,41.194,41.578,43.599,43.34,49.779,44.958,52.797,49.111,49.214,42.399,44.755,44.161
"LOC108002290",400.823,391.15,380.102,11.082,12.727,17.834,30.838,25.026,28.869,4.96,4.871,6.823,9.025,9.066,9.367
"LOC114577645",0,0,0,0,0,0.883,0.356,0.373,0.381,0,0,0,0,0,0.321
"LOC108002177",14.968,15.509,12.625,80.057,75.656,75.505,45.608,57.621,47.9,59.011,51.431,46.969,37.536,35.603,35.85
"LOC107999577",0.953,5.325,1.016,34.595,28.75,37.692,15.598,16.34,15.838,31.114,31.09,20.541,22.278,28.547,21.496
"LOC107999856",57.512,50.254,52.747,142.735,149.431,148.262,117.176,120.331,118.928,115.902,135.922,132.662,97.434,102.266,102.428
"LOC107997443",15.319,20.626,20.004,7.712,10.012,7.361,37.023,37.498,33.542,44.576,51.083,60.206,29.191,35.022,26.409
"LOC107993134",0,0,0,0,0,0,0.177,0,0.095,0.67,0.904,1.192,1.354,1.903,1.436
"LOC107997060",248.891,241.685,247.356,64.623,64.565,63.937,83.401,84.358,85.527,82.824,81.535,80.337,94.465,93.12,91.932
"LOC108001341",243.771,241.171,242.153,188.789,186.479,186.728,145.24,168.078,157.263,145.014,125.687,121.443,94.032,94.048,95.047
"LOC108001109",4.124,3.71,3.434,41.339,41.679,43.235,36.602,48.053,40.898,49.04,54.498,51.069,33.112,36.056,33.169
"LOC108001631",0.886,1.271,1.297,0.432,0.25,0.52,0.719,1.004,0.834,1.532,1.594,1.212,6.911,6.552,7.245
"LOC107993597",74.512,78.806,80.336,10.306,12.69,10.008,14.742,15.723,12.823,10.729,12.355,11.577,36.116,36.459,34.818
"LOC107997619",144.894,134.437,162.286,78.278,76.965,59.884,99.402,113.184,124.68,116.022,99.527,97.501,84.856,92.292,76.74
"LOC107993928",0.222,0.225,0,4.798,3.342,4.579,3.817,3.466,4.501,4.943,4.949,3.863,10.481,8.08,10.11
"LOC108003584",85.789,94.137,95.066,106.977,100.623,103.487,129.402,151.051,130.067,167.428,152.059,145.852,145.454,144.565,136.865
"LOC107999064",2574.856,2591.427,2682.2,697.793,708.442,699.804,1045.03,1209.595,1127.248,928.721,833.199,764.925,817.74,780.759,755.219
"LOC114577595",0,0,0,0,0,0,0,0.215,0,0,0,0,0,0,0
"LOC107997309",0.689,1.224,1.346,29.162,28.977,29.32,20.712,24.286,20.928,34.659,29.547,29.975,33.473,29.427,32
"LOC107994871",626.874,609.383,608.321,389.162,388.464,406.916,184.079,171.12,184.079,167.648,168.881,180.998,176.505,181.379,182.771
"LOC108000488",0,0.141,0.296,4.866,7.048,6.336,5.984,6.268,5.13,2.646,3.43,3.903,5.272,5.156,5.33
"LOC108000749",40.404,50.655,40.361,126.311,123.012,123.964,86.526,84.948,93.409,90.102,87.491,95.888,69.46,57.35,68.875
"LOC108002402",141.674,132.016,122.339,41.251,42.539,40.32,71.486,40.847,64.128,48.623,79.36,89.394,117.832,123.238,110.673
"LOC108002092",5.48,5.671,6.099,1.152,1.595,1.031,5.016,5.597,4.263,20.445,17.62,19.475,21.093,21.068,21.278
"LOC107992910",49.948,57.542,56.573,139.491,153.796,134.678,213.693,195.888,187.299,195.624,198.074,216.994,145.936,151.622,162.727
"LOC114577820",0.342,0.347,0.729,0,0,0,2.357,1.234,1.473,13.583,11.859,13.747,53.041,51.438,53.547
"LOC108002889",32.555,36.228,41.71,344.059,341.42,341.117,222.878,183.214,193.832,162.216,175.718,191.985,135.354,134.864,139.097
"LOC107999725",63.123,75.169,74.983,85.487,84.186,80.871,53.586,65.862,60.427,65.567,64.687,54.619,48.016,43.986,42.741
"LOC108004086",747.502,766.409,770.455,119.715,129.44,118.222,287.371,248.703,251.969,253.816,259.3,263.361,261.161,269.025,278.029
"LOC107993209",5.251,7.714,6.374,55.193,53.329,50.19,34.789,44.024,36.143,48.125,38.076,33.683,27.322,30.138,29.232
"LOC108001234",5.301,4.251,4.363,43.167,34.808,34.19,20.986,22.151,21.633,27.473,26.234,18.374,21.327,21.434,22.563
"LOC107996680",0.874,2.663,1.242,0,0.599,0,0,0,1.075,0,0.513,0,0,0.569,0
"LOC108004514",33.946,36.109,32.309,12.152,13.582,13.183,22.586,24.975,22.773,25.125,25.172,23.493,30.125,23.428,27.265
"LOC114578182",0,0,0,1.462,1.18,0.818,0.989,0.345,0,0,0.337,0.556,1.263,0.747,1.19
"LOC107992753",2.441,0.93,1.301,0,0.209,0,4.205,4.773,3.944,19.591,20.445,21.428,29.202,26.624,29.584
"LOC107997262",0,0.184,0.129,1.154,1.428,2.388,6.295,5.177,5.91,12.519,9.903,12.416,13.104,12.033,12.353
"LOC107994941",154.022,153.826,153.452,352.763,346.745,357.234,287.895,291.921,309.242,295.182,294.12,302.183,238.056,233.017,232.453
"LOC114577502",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455
"LOC107996958",16.601,21.799,20.434,15.727,18.458,16.155,21.97,19.362,18.688,12.226,11.303,13.235,12.804,11.467,10.18
"LOC114578127",0.375,0.381,0,0.239,0,0.267,0,0,0,0,0,0,3.302,4.154,1.945
"LOC107993362",7.464,10.481,5.93,4.892,3.762,5.162,2.773,2.641,2.567,0.597,0.903,0.638,1.932,2.43,3.073
"LOC108001570",107.666,103.671,108.622,40.894,42.159,41.988,44.655,41.019,42.399,39.388,41.313,45.238,45.252,45.971,42.577
"LOC108000814",0.432,1.755,1.228,7.703,4.739,4.617,7.938,4.158,6.647,6.581,5.586,9.624,5.227,7.314,6.719
"LOC108001254",60.908,44.45,39.51,922.845,969.624,948.801,1673.922,1040.375,1407.968,918.799,1617.008,1878.779,1532.978,1614.294,1512.548
"LOC107995096",235.471,227.049,227.237,30.68,32.496,33.174,42.731,39.685,44.479,32.361,29.997,35.283,54.961,58.726,55.009
"LOC107993503",3.061,5.441,2.72,8.771,7.869,7.633,7.03,6.444,10.832,8.743,13.492,15.194,23.567,20.428,20.629
"LOC107996382",311.223,312.571,305.337,73.31,75.32,78.493,106.715,121.106,112.397,90.46,94.455,93.255,65.889,72.107,69.535
"LOC107997047",667.689,680.487,645.961,967.994,1012.161,1044.321,50.661,45.361,49.325,0.152,0.109,0.27,0,0.121,0
"LOC108003428",28.964,30.408,26.114,61.761,58.097,57.753,112.73,119.142,119.506,141.074,136.513,147.127,118.124,107.573,113.771
"LOC107996327",2.351,2.189,2.228,0.125,0.134,0.14,0.45,0.236,0,0.746,0.23,1.518,16.483,17.601,16.554
"LOC107995909",0,0.248,0.173,8.226,9.357,8.684,5.319,4.985,7.65,1.459,1.719,2.715,2.949,2.698,2.906
"LOC114577363",0.349,0.266,0.186,0.834,0.808,0.777,0.977,1.549,0.806,2.374,1.718,1.247,1.224,1.676,2.036
"LOC107992995",68.665,70.449,70.879,22.043,22.312,19.667,16.378,17.503,18.191,14.767,11.693,12.309,26.059,29.428,28.62
"LOC108004143",5.398,4.699,5.381,3.08,2.739,3.796,13.483,11.637,13.028,12.394,11.617,11.405,14.61,14.011,13.118
"LOC107999783",0.294,1.045,0.94,758.601,779.353,781.556,181.188,150.836,163.094,102.621,111.545,117.95,99.936,101.767,95.883
"LOC114578021",16.372,21.166,16.574,32.537,28.228,21.209,31.05,40.584,32.363,43.995,40.819,30.271,19.098,22.287,18.518
"LOC107993660",2.245,2.933,1.824,0,0.22,0.229,0.553,0.193,0,1.047,0,0,0.353,0.418,0.166
"LOC107993019",77.38,73.495,69.076,98.248,92.618,96.154,84.662,108.295,83.897,102.26,79.67,66.681,54.365,53.156,52.749
"LOC107999618",25.345,25.214,22.534,32.608,30.628,33.136,27.905,37.299,33.874,27.008,24.21,23.112,35.683,39.806,37.43
"LOC107996124",0.099,0.201,0.491,0.189,0.474,0.773,0.34,0.119,0.425,0.537,0.232,0.43,0.597,0.386,0.563
"LOC107994805",56.444,56.201,54.173,32.081,33.664,37.829,47.789,56.008,53.575,67.226,68.59,65.784,43.929,47.336,46.619
"LOC107992733",32.769,37.026,37.686,55.561,55.022,51.679,47.567,78.177,65.03,107.366,85.687,67.396,45.558,51.779,54.781
"LOC108004441",0.117,0,0.083,0.223,0.281,0.25,0.537,0.281,0.504,0.732,0.619,0.85,5.307,4.874,5.033
"LOC107999308",7.321,8.284,8.033,7.891,8.628,7.412,6.563,7.918,6.441,8.943,9.585,8.085,24.367,24.458,23.802
"Trnad-guc_7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC114577510",0,0,0,10.604,4.151,10.248,3.477,0.911,2.329,0.824,3.559,6.599,3.33,5.421,3.924
"LOC107997257",705.738,685.214,684.035,259.298,285.526,274.558,107.914,86.151,98.404,39.94,40.027,48.212,62.149,60.688,62.368
"LOC107999361",76.389,79.754,79.745,62.215,57.828,60.72,50.765,47.265,49.667,37.872,38.061,42.138,52.456,52.891,55.097
"LOC107998750",60.416,61.101,58.072,54.377,54.646,51.427,31.426,28.706,32.461,26.467,32.864,32.393,40.276,42.347,36.323
"LOC107996973",0,0,0,0.149,0.644,0.502,0.944,2.401,2.023,1.022,1.242,0.796,1.033,0.611,0.243
"LOC107993357",26.899,29.785,24.545,16.818,13.954,15.625,17.532,18.293,14.316,22.939,24.139,16.546,14.059,16.566,16.269
"LOC107998596",93.433,90.468,88.006,24.114,23.536,22.387,21.029,16.897,17.416,7.019,8.56,9.17,15.449,12.735,14.563
"LOC107992778",0.528,0.268,0.375,43.553,41.277,39.703,28.054,38.602,32.668,48.133,37.716,32.74,32.243,31.122,31.901
"LOC114577355",0,0.123,0.688,2.002,2.652,3.274,2.638,2.327,2.158,1.25,1.208,0.644,14.828,15.272,14.856
"LOC107998808",0.796,0,0.566,84.408,88.6,84.902,124.958,109.03,118.82,178.461,174.219,190.658,142.96,147.131,147.423
"LOC107998742",2.736,1.441,2.161,7.292,6.947,6.859,33.75,37.123,35.175,66.106,62.655,67.724,91.679,95.408,97.194
"LOC107996843",370.672,367.843,378.645,30.49,29.544,28.032,61.903,61.032,59.019,28.446,32.097,33.718,46.477,46.85,55.42
"LOC108000524",0,0,0,2.012,1.166,0.173,2.373,2.047,2.992,4.232,4,6.239,14.304,11.553,11.089
"LOC107992886",0,0,0,0.25,2.155,1.12,0.451,0.236,0,0,0,0,0,0,0.204
"KEH14_t09",5.091,10.342,7.237,12.965,10.469,7.254,5.846,0,18.797,8.308,0,0,0,0,0
"LOC108001651",90.086,82.014,79.717,11.902,9.61,11.098,55.75,73.548,58.155,101.268,75.064,61.601,42.545,45.974,46.028
"LOC107998336",0,0.791,0.221,169.301,176.291,166.249,68.689,66.615,68.252,56.184,59.502,72.111,50.626,50.301,49.662
"LOC107994892",3.056,2.676,2.921,0.369,0.47,0.413,0.847,0.792,1.005,0.717,0.65,0.944,21.531,21.339,20.324
"LOC108002215",0.391,0,0.278,45.826,47.996,39.852,36.609,31.291,29.367,32.771,43.906,33.905,24.307,35.908,33.053
"LOC107994089",3.809,4.944,4.211,41.901,47.722,44.323,26.365,35.255,32.034,54.451,44.892,35.556,25.019,30.997,28.192
